ISSID,Province,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,Latitude,Longitude,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,type,type_id,Violent_or_violent,violent,Rangecode,Reasonforprotest
242,2,Free State - Ngwathe,0,0,Ngwathe,Koppies,FS - Koppies,"-27.228055,27.594243",-27.228055,27.594242,Raboroko St,Makalatsi St,06/18/2013,06/21/2013,0,Service delivery,9,Violent,1,5,"Residents went on the rampage, looting almost all the tuck-shops in the Kwakwatsi area, after the municipality apparently failed to respond to their grievances."
248,4,Northern Cape - Sol Plaatjie,0,0,Kimberley,Sol Plaatje municipal gardens,NC - Kimberley,"-28.744239,24.767116",-28.744239,24.767116,Jan Smuts Boulavard,Jan Smuts Boulavard,06/18/2013,06/18/2013,0,Election related,3,Violent,1,5,"DA supporters gathered early at Sol Plaatje’s Memorial, where a wreath-laying ceremony and public address by Zille were scheduled to take place. DA supporters were met by a municipal worker watering the lawn with a hosepipe, mindless of the sound-system, electrical wires and the podium. the crowd became angry, and DA supporters accusing the ANC of deliberately trying to sabotage the event."
249,1,Eastern Cape - Senqu,0,0,Port Elizabeth,Sterkspruit,EC - Sterkspruit,"-30.524918,27.364592",-30.524918,27.364591,Not applicable,Not applicable,06/18/2013,06/18/2013,1,Service delivery,9,Violent,1,5,"Sterkspruit residents, under the banner of the Sterkspruit Civic Association, demand a stand-alone municipality separate from the Senqu municipality, which incorporates Lady Grey and Barkly East. Other complaints related to lack of service delivery in Sterkspruit, and allegations of corruption and nepotism in the Senqu municipality."
349,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Sunninghill,GP - Sandton,"-26.034091,28.064666",-26.034091,28.064665,Leeuwkop Rd,Simba Rd,06/18/2013,06/18/2013,0,Labour related,4,Peaceful,0,5,Minopex workers' grievances included salary discrepancies. They also wanted the NUM to be recognised according to regions.
240,6,KwaZulu Natal - eThekwini,1,0,Durban,"Glebelands Reunion hostel ,Umlazi",KZN - Umlazi,"-29.9588,30.932748",-29.9588,30.932748,Mangosuthu Highway,Mangosuthu Highway,06/19/2013,06/21/2013,0,Service delivery,9,Violent,1,3,"The offices of an Umlazi councilor were torched by disgruntled residents, The residents held a protest on Thursday complaining about service delivery. Glebelands Hostel residents demanded the immediate recall of ANC councilor, Mr. Mzobe"
238,9,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town Central train station,WC - Cape Town Central,"-33.92217,18.425035",-33.92217,18.425035,Adderley St,Adderley St,06/20/2013,06/20/2013,1,Service delivery,9,Peaceful,0,3,Protesting against sanitation issues. Police blocked demonstrators carrying portable toilets and a bag of faeces at Cape Town Central train station on Thursday.
239,9,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town provincial legislature,WC - Cape Town Central,"-33.930626,18.432016",-33.930625,18.432016,Keizergracht Street,keizergracht St,06/20/2013,06/20/2013,1,Service delivery,9,Peaceful,0,3,"Meanwhile, at the legislature, the group of women placed a clean portable toilet on the steps leading to the building’s entrance. Khayelitsha resident Nolizwi Ngcana read out the memorandum. “The refusal of the Zille government to take immediate and urgent steps to provide the people living in informal areas, decent, safe and sanitary toilets can only be described as abject genocidal neglect.” Wayne Naidoo, from the premier’s office, collected the memorandum."
243,2,Free State - Ngwathe,0,0,Ngwathe,Koppies Magistrate's Court,FS - Koppies,"-27.240605,27.576515",-27.240604,27.576515,Church Street,Church street,06/20/2013,06/20/2013,0,Service delivery,9,Violent,1,5,"They had been protesting in support of 26 people arrested on Tuesday in connection with violent protests in Kwakwatsi. A group of about 600 protestors gathered at the court yesterday and when they heard the 26 had been denied bail, they refused to leave the premises and began stoning the police, damaging a police van."
247,9,Western Cape - City of Cape Town,1,0,Cape Town,Wallacedene,WC - Kraaifontein,"-33.858283,18.733348",-33.858283,18.733347,Billy Cl,Matshoba St,06/20/2013,06/20/2013,0,Service delivery,9,Violent,1,5,Protests broke out in the area after residents claimed there was corruption with the allocation of RDP houses. They alleged the houses were sold to people from other areas. 55 people had been arrested on charges of public violence and were due to appear in the Kuils River Magistrates Court
227,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Alexandra,GP - Alexandra,"-26.110238,28.110155",-26.110237,28.110154,London road,M3,06/21/2013,06/21/2013,0,Service delivery,9,Violent,1,5,Illegal protest against installation of new electric meter system
256,5,North West - Rustenburg,0,0,Rustenburg,Swartruggens,NW - Swartruggens,"-25.655071,27.221327",-25.655071,27.221326,Swartruggens Road,Swartruggens Road,06/21/2013,06/21/2013,1,Service delivery,9,Peaceful,0,5,Cosatu North West motorcade drive slowly to the “expensive” Swartruggens toll-gate in the North West to demand that its fees be reduced.
257,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Braamfontein,GP - Jeppe,"-26.202813,28.030369",-26.202812,28.030369,M1 North,N1 North,06/21/2013,06/21/2013,1,Service delivery,9,Peaceful,0,5,Cosatu's provincial strike against Gauteng’s multibillion-rand e-tolls as its campaign opposing the controversial tolling system.
260,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Soweto - Dube Hostel,GP - Dube,"-26.238501,27.89265",-26.2385,27.89265,Mahalefele Rd,Mahalefele Rd,06/21/2013,06/21/2013,0,Service delivery,9,Violent,1,5,"Residents of Dube hostel stoned passing cars and they also damaged the KFC nearby, No one was arrested. The reason for the protest was apparently because the hostel had no electricity."
280,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Alexandra,GP - Alexandra,"-26.10365,28.096136",-26.103649,28.096136,Hofmeyer Street,Hofmeyer Street,06/21/2013,06/21/2013,0,Service delivery,9,Peaceful,0,5,Residents of Alexandra protested over electricity tariffs.
296,8,Limpopo - Greater Giyani,0,1,Giyani,Ndzingindzingi,LP - Giyani,"-23.342931,30.636538",-23.342931,30.636538,Not applicable,Not applicable,06/21/2013,06/21/2013,0,Transport related,6,Peaceful,0,5,The community of Ndzingindzingi outside Giyani is up in arms over the increase in taxi fares by the Hlaniniki Maswanganyi Taxi Association.
348,3,Gauteng - Ekurhuleni,1,0,Brakpan,Brakpan,GP - Brakpan,"-26.235777,28.364648",-26.235776,28.364647,Voortrekker Rd,Voortrekker Rd,06/21/2013,06/21/2013,0,Labour related,4,Peaceful,0,5,"The crippling three-week bus drivers’ strike has affected thousands of commuters in various Ekurhuleni townships. The primary demand of the drivers of the Brakpan Bus Company that they should be fully administered by the Ekurhuleni Metro Council has not been met, a compromise has been reached.  It was agreed at a meeting earlier this week that the Council would be approached to take over the company."
265,3,Gauteng - Ekurhuleni,1,0,Bedfordview,Cleveland,GP - Cleveland,"-26.203363,28.114812",-26.203363,28.114812,Myrnog St,30th St,06/22/2013,06/22/2013,0,Crime related,1,Peaceful,0,5,"The Cleveland SAPS Youth Desk took to the streets to voice their concerns regarding crime in the area. The march was aimed at raising awareness of troubles faced by youth in the area including drug and alcohol abuse, teen pregnancy and education."
258,6,KwaZulu Natal - eThekwini,1,0,Durban,KwaMashu Hostel,KZN - Kwa Mashu,"-29.740556,30.983044",-29.740556,30.983044,M21,M21,06/23/2013,06/23/2013,0,Election related,3,Violent,1,5,The National Freedom Party’s campaign for by-election at KwaMashu Hostel was disrupted on when an armed mob fired shots into the air and marched on the hall where NFP president Zanele kaMagwaza-Msibi was addressing supporters.
278,1,Eastern Cape - Buffalo City,0,0,East London,Buffalo city,EC - Buffalo Flats,"-33.016179,27.837079",-33.016179,27.837078,Do not know,Do not know,06/23/2013,06/23/2013,0,Service delivery,9,Violent,1,5,Communities demanding the eradication of bucket toilets
347,5,North West - Rustenburg,0,1,Rustenburg,"Royal Bafokeng Nation (Chaneng, Robega, Rasimone and Mafenya villages)",NW - Rustenburg,"-25.456854,27.116002",-25.456854,27.116002,Not applicable,Not applicable,06/23/2013,06/23/2013,0,Service delivery,9,Peaceful,0,5,"ANGRY community leaders in four North West villages under the Royal Bafokeng Nation’s jurisdiction protested this week against poor services and widespread unemployment among the youth. Now they not only demand “their” land back, but want a 30% stake in the mines which are said to employ labour from outside the villages."
244,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg,GP - Johannesburg Central,"-26.265669,28.026656",-26.265668,28.026655,N12,N1 South,06/24/2013,06/24/2013,1,Transport related,6,Peaceful,0,5,Cosatu's drive slow against the implementation of e-tolling on Gauteng's high ways.
246,6,KwaZulu Natal - eThekwini,1,1,Durban,Cato Crest Ward 101,KZN - Cato Manor,"-29.795072,30.839894",-29.795072,30.839894,King Cetshwayo Highway,King Cetshwayo  Highway,06/24/2013,06/24/2013,0,Service delivery,9,Violent,1,5,"Residents claimed that RDP houses in the area were being allocated to people who were not Cato Crest residents, and that ward committee members were selling these houses."
255,6,KwaZulu Natal - eThekwini,1,0,Durban,Mayville,KZN - Mayville,"-29.844155,30.980447",-29.844155,30.980447,Vusi Mzimele Road,Vusi Mzimele Road,06/24/2013,06/24/2013,0,Service delivery,9,Violent,1,5,"The police watched as the group, estimated to number about 700 people, went on the rampage, destroying public toilets, blocking the road, and stoning motorists and police cars in protest at alleged corruption in low-cost government housing."
603,6,KwaZulu Natal - eThekwini,1,0,Umlazi,Umlazi,KZN - Umlazi,"-29.966237,30.882541",-29.966237,30.882541,Glebelands Reunion Hostel,Don't know,06/24/2013,06/24/2013,0,Service delivery,9,Peaceful,0,5,200 disgruntled residents held a protest on Thursday complaining about service delivery.
245,6,KwaZulu Natal - eThekwini,1,0,Durban,Cato Crest Ward 30,KZN - Cato Manor,"-29.848475,30.979182",-29.848475,30.979182,Vusi Mzimele (Bellair) Road,Vusi Mzimele (Bellair) Road,06/25/2013,06/25/2013,0,Service delivery,9,Violent,1,5,"Disgruntled Cato Crest residents in Ward 30 who want their ward councilor, Zanele Ndzoyiya, removed."
253,9,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town International Airport,WC - Cape Town Internat Airport,"-33.968673,18.594957",-33.968673,18.594957,Aiport Approach Rd,Borcheds Quary Rd,06/25/2013,06/25/2013,0,Service delivery,9,Violent,1,5,The protests were linked to the apparent dissatisfaction by some communities over sanitation in informal settlements and rolling out PFTs.
343,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Selby,GP - Johannesburg Central,"-26.21545,28.027291",-26.21545,28.027291,Vlak St,Vlak St,06/25/2013,06/25/2013,0,Labour related,4,Peaceful,0,5,"More than 120 workers at Document Warehouse in Selby, southern Johannesburg, have downed tools over poor salaries.  Their payslips show that some employees earn as little as R3,000 a month, while some of them claim to have been with the company for more than 10 years.  The company archives paperwork for government, Vodacom and SAB. "
250,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,"Korsten, Sidwell and Uitenhage",EC - Uitenhage,"-33.76279,25.421171",-33.76279,25.421171,Graaf Reinet Rd,Graaf Reinet Rd,06/26/2013,06/26/2013,0,Labour related,4,Peaceful,0,5,About 30 staff members were striking because of salary gradings.
252,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Feather Market hall,EC - Humewood,"-33.961984,25.623131",-33.961984,25.623131,Baakens St,Baakens St,06/26/2013,06/26/2013,0,Election related,3,Peaceful,0,5,"A group of disgruntled Nelson Mandela Bay branch members protested outside the city hall, accusing the party’s regional leaders of manipulating their branch meeting. The members of Ward 41, which is the ANC’s biggest branch in the Bay, claim the party’s Bay regional secretary Zandisile Qupe and Constituency Coordinator Fikile Desi held a meeting which did not have a quorum."
317,8,Limpopo - Vhembe,0,1,Makhado,Davhana,LP - Vuwani,"-23.20688,30.459537",-23.20688,30.459537,R578,R578,06/26/2013,06/26/2013,0,Service delivery,9,Peaceful,0,5,Communities from the six villages in the Davhana area are up in arms against what they term corrupt and dictatorial rule by the local Davhana traditional council. One of the point of contention was when 32 people who are to work in one of the local forestry projects were employed without following the correct procedures
267,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Klipspruit West,GP - Eldorado Park,"-26.289384,27.881249",-26.289383,27.881249,Daisy Rd,Calendula St,06/27/2013,06/27/2013,0,Crime related,1,Peaceful,0,5,"As the world celebrated International Day Against Drug Abuse on Wednesday, residents of Klipspruit West in Eldorado Park and Gauteng Community Safety MEC Faith Mazibuko took to the streets of the township. The march was in memory of 28-year-old Tracey-Lee Martins, who was killed on April 27, allegedly by men she had grown up with who wanted a “quick drug fix”."
345,6,KwaZulu Natal - eThekwini,1,0,Durban,"Durban, King Dinizulu statue",KZN - Durban Central,"-29.857493,31.028556",-29.857493,31.028555,West street,West Street,06/27/2013,06/27/2013,0,Crime related,1,Peaceful,0,5,"Members of South African Democratic Teachers' Union (Sadtu) march in Durban against social ills such as rape and substance abuse.  The march also highlight the relationship between drug abuse, rape, teenage pregnancy and HIV/Aids prevalence."
346,8,Limpopo - Polokwane,0,0,Polokwane,Polokwane,LP - Polokwane,"-23.900297,29.450636",-23.900296,29.450635,Excelsior Street,Landros street,06/27/2013,06/27/2013,0,Service delivery,9,Peaceful,0,5,"Blind and partially sighted people took to the streets of Polokwane yesterday to protest against being overlooked for job opportunities and to highlight their plight.  Police were on hand to guide the group of about 150 marchers at the start of the march to Premier Cassel Mathale’s office.  The marchers demanded that the government offer them employment and accessibility-enhancing devices, including speech-enabled lifts with Braille buttons and specially designed steps."
251,3,Gauteng - City of Tshwane,1,0,Pretoria,"Pretoria, US Embassy",GP - Brooklyn,"-25.745919,28.222985",-25.745919,28.222985,Pretorious St,Eastwood St,06/28/2013,06/28/2013,0,Political causes,5,Peaceful,0,5,"Activists from various groups marched to the US embassy in Pretoria on Friday, protesting against President Barack Obama."
266,3,Gauteng - Ekurhuleni,1,0,Ekurhuleni,Germiston,GP - Germiston,"-26.21816,28.164508",-26.21816,28.164508,Cross street,Rose street,06/28/2013,06/28/2013,0,Labour related,4,Peaceful,0,5,"Employees of a private security company, which does work for the Ekurhuleni Metro on a tender basis, protested on the premises of the service delivery centre."
555,3,Gauteng - Emfuleni,0,0,Vanderbijlpark,Sharpeville,GP - Sharpeville,"-26.687343,27.869049",-26.687342,27.869049,Seeiso st,Zwane st,06/28/2013,06/28/2013,0,Crime related,1,Peaceful,0,5,Marchers took the streets of Sharpeville on Friday June 28 against the use of substance abuse.
264,3,Gauteng - City of Johannesburg,1,0,Johannesburg,University of Johannesburg Soweto campus,GP - Protea Glen,"-26.260597,27.923592",-26.260597,27.923591,Chris Hani road,Chris Hani road,06/29/2013,06/29/2013,0,Political causes,5,Peaceful,0,5,Police officers fired a stun grenade at a group of protestors near the entrance of the University of Johannesburg Soweto campus ahead of US President Barack Obama's visit there. Obama was due to address young people at an event at the Soweto campus. Protesters rallying against President Barack Obama's visit to South Africa.
344,3,Gauteng - Ekurhuleni,1,0,Johannesburg,OR Tambo Int Aiport,GP - Int Airport Jhb,"-26.135051,28.228891",-26.135051,28.228891,R21,OR Tambo Rd,06/29/2013,06/29/2013,0,Labour related,4,Peaceful,0,5,A group of 11 lieutenants-colonel in charge of operations at OR Tambo International Airport have obtained an urgent court interdict to stop their transfer from the border police unit to several police stations in Gauteng.  They approached the Labour Court this week after they were issued with letters of transfer from their posts and were “locked out” for more than a week
261,9,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha,WC - Khayelitsha,"-34.039985,18.67393",-34.039985,18.673929,R300,N2 highway,07/01/2013,07/01/2013,0,Service delivery,9,Violent,1,5,Protesters blocked a portion of the N2 highway in Khayelitsha with toilet pots full of faeces and burning tyres. The incident follows a spate of protests about sanitation in Cape Town that has resulted in numerous closures of the N2 and a number of arrests for dumping human waste. Some 184 people were arrested for public violence in Woodstock last month and nine men on Tuesday for dumping human waste at Cape Town International Airport.
269,3,Gauteng - City of Tshwane,1,0,Hammanskraal,Temba municipal offices,GP - Temba,"-25.399557,28.259501",-25.399557,28.259501,Lucas Mangope Dr,Lucas Mangope Dr,07/01/2013,07/03/2013,0,Service delivery,9,Violent,1,5,The crowd had begun its protests to express anger about an employment selection process for the Magalies water project. The project is part of the upgrading of the Magalies water treatment plant.
262,3,Gauteng - City of Tshwane,1,0,Pretoria,Hatfield,GP - Brooklyn,"-25.743229,28.246858",-25.743228,28.246858,End street,N1 South,07/02/2013,07/02/2013,0,Transport related,6,Peaceful,0,5,Cosatu drive slow convoy against e-tolls. The labour federation continues to call on motorists not to register for e-tags.
263,9,Western Cape - City of Cape Town,1,0,Cape Town,Bellville Magistrate’s Court,WC - Bellville,"-33.903026,18.638944",-33.903025,18.638943,Voortrekker Rd,Voortrekker Rd,07/02/2013,07/02/2013,0,Service delivery,9,Peaceful,0,5,"More than 20 people protesting outside the Bellville Magistrate’s Court in support of the alleged Cape Town International Airport faeces-tossers were arrested on Monday for being too close to the court building without permission. They were at court for the appearance of the nine people arrested at the airport last week - city councilor Luyiso Nkohla, expelled councilor Andile Lili, Yanga Njingwana, Ben Dyoni, Bantubakhe Ngobodiya, Wandesile Mkapa, Jaj Dimiso, Bongile Zamazo and Thembela Mabajwa."
272,6,KwaZulu Natal - eThekwini,1,0,Durban,N2 uMngeni freeway,KZN - Durban Central,"-29.802604,30.981924",-29.802603,30.981923,N2 uMngeni freeway,N2 uMngeni freeway,07/02/2013,07/05/2013,1,Labour related,4,Peaceful,0,5,"Workers building the N2 uMngeni freeway are on an ongoing strike due to wage dispute with the contractor. National Union of Mineworkers (NUM) KZN regional coordinator, Bhekani Ngcobo, said that Rumdel Cape/EXR Joint Venture offered them R3 000 broken into five milestones, kicking in from October 30. These would also include November, December, March 2014 and August 2014."
294,8,Limpopo - Thulamela,0,1,Thohoyandou,Thohoyandou Magistrate court,LP - Thohoyandou,"-22.974917,30.462563",-22.974917,30.462562,Church Street,Church street,07/03/2013,07/03/2013,0,Crime related,1,Peaceful,0,5,"The alleged assault on an ambassador of the Special Olympics in Vhembe, international athlete Rofhiwa Manwadu, has ignited widespread uproar and outcry all over the country."
342,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg,GP - Johannesburg Central,"-26.204463,28.039799",-26.204463,28.039798,Market St,Simmonds St,07/03/2013,07/03/2013,1,Labour related,4,Peaceful,0,5,"Pikitup workers embarked on a go-slow on Wednesday, with the company having confirmed it was not running to full capacity.  Pikitup is the City of Johannesburg's waste management company.  ""We have not received a formal notification as management into the reasons, but are engaging with employees to find out what their grievances are,"" spokeswoman Desiree Ntshingila said.  "
268,5,North West - Tlokwe City Council,0,0,Potchefstroom,Tlokwe local municipality offices,NW - Potchefstroom,"-26.71663,27.098297",-26.716629,27.098296,Wolmarans Street,Sol Platjie Street,07/04/2013,07/04/2013,0,Election related,3,Violent,1,5,Members of the ANC burnt party T-shirts outside the Tlokwe local municipality offices in protest against the expulsion of 14 councillors
341,9,Western Cape - City of Cape Town,1,0,Cape Town,"Monwabisi, Khayelitsha sub-council offices",WC - Khayelitsha,"-33.675483,18.99115",-33.675483,18.99115,Sangoma St,Mbeleko St,07/04/2013,07/04/2013,0,Service delivery,9,Peaceful,0,5,The protesting Monwabisi residents cite lack of proper sanitation and houses as some of their concerns. Residents of Monwabisi informal settlement have camped outside the two entrances of the building since this morning. They are demanding that Cape Town Mayor Patricia De Lille comes to receive their memorandum of grievances.
288,2,Free State - Fezile Dabi,0,0,Kroonstad,Voorspoed,FS - Kroonstad,"-27.42612,27.198029",-27.42612,27.198028,Not applicable,Not applicable,07/05/2013,07/06/2013,0,Labour related,4,Peaceful,0,5,"De Beers workers in South Africa will strike over pay, NUM is demanding 13% wage hike. Strikes affect the Voorspoed operation in Free State province, Kimberley in Northern Cape province and Venetia in Limpopo province even as talks continue."
289,4,Northern Cape - Sol Plaatjie,0,0,Kimberley,Kimberley,NC - Kimberley,"-28.729067,24.754546",-28.729067,24.754546,Not applicable,Not applicable,07/05/2013,07/06/2013,0,Labour related,4,Peaceful,0,5,"De Beers workers in South Africa will strike over pay, NUM is demanding 13% wage hike. Strikes affect the Voorspoed operation in Free State province, Kimberley in Northern Cape province and Venetia in Limpopo province even as talks continue."
290,8,Limpopo - Musina,0,1,Musina,Venetia,LP - Musina,"-22.34365,30.041193",-22.34365,30.041193,Not applicable,Not applicable,07/05/2013,07/06/2013,0,Labour related,4,Peaceful,0,5,"De Beers workers in South Africa will strike over pay, NUM is demanding 13% wage hike. Strikes affect the Voorspoed operation in Free State province, Kimberley in Northern Cape province and Venetia in Limpopo province even as talks continue."
441,9,Western Cape - City of Cape Town,1,0,Cape Town,Western Cape High Court,WC - Cape Town Central,"-33.926184,18.417717",-33.926183,18.417717,Queen Victoria Street,Government Ave,07/05/2013,07/05/2013,0,Service delivery,9,Peaceful,0,5,Protesters were left disappointed outside the Western Cape High Court when it emerged judgment was not expected in the school closures case. Around 30 people affiliated to the Save our Schools campaign listened carefully as their leader apologised for the misunderstanding.
273,5,North West - Rustenburg,0,0,Rustenburg,Thembelani and Khuseleka 1 mines,NW - Rustenburg,"-25.659526,27.244196",-25.659526,27.244195,Do not know,Do not know,07/07/2013,07/08/2013,0,Labour related,4,Violent,1,5,Workers downed tools on Sunday in solidarity with 19 Association of Mineworkers and Construction Union (AMCU) shop stewards suspended last week for orchestrating an illegal protest that prevented other workers from returning to the surface from their underground shift.
276,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Orange Farm,GP - Orange Farms,"-26.457972,27.858997",-26.457972,27.858996,Golden Highway,Golden Highway,07/07/2013,07/07/2013,0,Vigilantism,7,Violent,1,5,Angry residents set an alleged rapist alight and burnt down his suspected accomplice’s house for allegedly kidnapping and raping young Palesa Mahase and stabbing her to death. Residents also burnt down a house believed to be owned by Palesa’s mother’s boyfriend.
271,6,KwaZulu Natal - eThekwini,1,0,Durban,Kennedy Road shack settlement,KZN - Durban Central,"-29.814105,30.978264",-29.814105,30.978263,Kennedy road,Kennedy Road,07/08/2013,07/09/2013,0,Service delivery,9,Violent,1,5,Abahlali baseKennedy under the banner of Abahlali baseMjondolo demand (1) that the upgrade of Kennedy Road and the provision of housing at Cornubia for everyone that that cannot be accommodated in the Kennedy Road upgrade that was negotiated with Mayor Mlaba’s administration be implemented; (2) that formal electricity be provided to the settlement and (3) that Nigel Gumede be immediately dismissed from his post.
274,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Randburg,GP - Randburg,"-26.10047,28.011417",-26.10047,28.011417,Jan Smuts Ave,Jan Smuts Ave,07/08/2013,07/12/2013,1,Labour related,4,Peaceful,0,5,"Samwu members downed tools, demanding the suspension of Metrobus acting managing director Lawrence Maqekoane, pending an investigation into allegations leveled against him, the dispute related to the recruitment of staff through Adecco recruitment services, which the union saw as a violation of a 2008 agreement on permanent staff."
275,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Florida,GP - Florida,"-26.150833,27.902272",-26.150832,27.902272,100 Christiaan De Wet Rd,100 Christiaan De Wet Rd,07/08/2013,07/12/2013,1,Labour related,4,Peaceful,0,5,"Pikitup employees are striking over a court ruling which says they will not be provided with transport to and from work, strikers have been blocking trucks from leaving its depots."
277,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Orange Farm,GP - Orange Farms,"-26.478472,27.867247",-26.478472,27.867246,124th St,124th St,07/08/2013,07/08/2013,0,Vigilantism,7,Peaceful,0,5,"Residents marched to Orange Farm police station, demanding that four residents arrested for arson be released. The arrested four are part of the residents who set alight the houses of the young Palesa's rapist and murderer in orange farm."
312,6,KwaZulu Natal - eThekwini,1,1,Durban,Bhekulwandle,KZN - Kwamakutha,"-30.046596,30.844444",-30.046596,30.844443,M37,M37,07/08/2013,07/08/2013,0,Crime related,1,Peaceful,0,5,Praise has been lavished on the Bhekulwandle community after residents detained and handed over house thieves to police.
287,3,Gauteng - City of Tshwane,1,0,Pretoria,Soshanguve Ward 90,GP - Soshanguve,"-25.524115,28.101148",-25.524114,28.101147,Do not know,Do not know,07/09/2013,07/09/2013,0,Service delivery,9,Peaceful,0,5,"Soshanguve Business and Cooperation Association and Residents of ward 90 marched to their Cllr to hand over memorandum raising concerns about lack of jobs, electricity and water in their area."
292,3,Gauteng - City of Johannesburg,1,0,Johannesburg,"Johannesburg, Luthuli House ANC HQ",GP - Johannesburg Central,"-26.204037,28.038111",-26.204037,28.038111,Sauer Street,Sauer Street,07/09/2013,07/09/2013,0,Political causes,5,Peaceful,0,5,"The FXI in support of the Right2Know Campaign (R2K) picket outside Luthuli House, the African National Congress (ANC) headquarters in Johannesburg in opposition to the Protection of State Information Bill, which was passed on 25 April 2013"
281,9,Western Cape - City of Cape Town,1,0,Cape Town,St Georges Mall,WC - Cape Town Central,"-33.92293,18.420954",-33.92293,18.420953,St Georges mall st,Short Market Street,07/10/2013,07/10/2013,0,Crime related,1,Peaceful,0,5,"About 200 people, many of them musicians, gathered to protest against the forceful removal this week of blind busker Lunga Goodman Nono. On Monday, Nono, who has occupied a spot on the corner of St George’s Mall and Shortmarket Street since 2008, was manhandled by a group of city law enforcement officers and his guitar was smashed."
284,8,Limpopo - Ba-Phalaborwa,0,1,Gravelotte,"Village Main Reef mine, Consolidated Murchison",LP - Gravelotte,"-23.950398,30.618743",-23.950398,30.618742,Gravelotte St,Smarag St,07/10/2013,07/10/2013,0,Labour related,4,Peaceful,0,5,"The strike over share-based payments began at the end of the day shift on Wednesday, the eve of industry-wide wage talks between gold producers and trade unions. According to the National Union of Mineworkers (NUM) shop steward, Sehlane Mogalaka, the group went underground on Wednesday at 05:00 for a day shift but they refused to come out after their shift ended in protest against the management's alleged refusal to pay them dividends for the shares they purchased in 2009."
286,3,Gauteng - City of Tshwane,1,0,Pretoria,Winterveld,GP - Loate,"-25.414929,28.032845",-25.414929,28.032844,Do not know,Do not know,07/10/2013,07/10/2013,0,Service delivery,9,Violent,1,5,A group of people ransacked a number of tuck shops in the Winterveld area after metro police demolished shacks they had erected despite stern warnings by the ward councilor. Somali shopkeepers in Winterveld kept their doors closed on Wednesday following a night of looting and attacks.
293,8,Limpopo - Vhembe,0,1,Makhado,"Shanzha, Nzhelele",LP - Siloam,"-22.962622,30.468382",-22.962622,30.468381,Tshirenzheni Street,Tshirenzheni Street,07/10/2013,07/10/2013,0,Crime related,1,Peaceful,0,5,"Fed up with the rampant crime taking place in their area, the community of Shanzha in the Nzhelele area took to the streets, showing their disapproval of crime in the area.  they boarded buses to the Thohoyandou Magistrate’s Courts, where two men accused of a spate of housebreakings and other crimes were to appear."
283,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Missionvale,EC - Algoapark,"-33.946141,25.508162",-33.94614,25.508161,Do not know,Do not know,07/11/2013,07/11/2013,0,Service delivery,9,Violent,1,5,"Vital documents containing the names of housing beneficiaries in Missionvale, Port Elizabeth, were destroyed in a protest. The documents were burnt after protesters set alight a container being used as an office in Missionvale. Nelson Mandela Bay municipal project manager Sipho Kohlakala said the protest was the result of a ward councilor not getting her way. He claimed the councilor wanted the municipality to employ a specific person to work in the Missionvale office."
285,5,North West - Madibeng,0,0,Brits,Brits,NW - Brits,"-25.633577,27.784189",-25.633576,27.784189,N4 road,Swartruggens Road,07/12/2013,07/12/2013,1,Transport related,6,Peaceful,0,5,Congress of South African Trade Unions in the North West province will be continuing with its campaign against the most expensive toll gate in the country. This time the campaign will be in a form of a motorcade which will start from Brits and the cars will drive slowly on the N4 until they reach the Swartruggens toll plaza.
302,5,North West - Tlokwe City Council,0,0,Potchefstroom,Potchefstroom,NW - Potchefstroom,"-26.716257,27.098188",-26.716256,27.098188,Wolmarans Street,Sol Platjie Street,07/12/2013,07/12/2013,0,Election related,3,Peaceful,0,5,"Hundreds of residents marching to demand the reinstatement of 14 expelled councillors and dismissal of mayor Maphetle Maphetle, Zuma sent Defense Minister Nosiviwe Mapisa-Nqakula to receive their memorandum."
